(0, -17.813043478260806, -0.17813043478260807)
(1, -17.982191780821857, -0.35617104824300055)
(2, -18.072789115646145, -0.533337228917032)
(3, -17.95157232704397, -0.7075195798983014)
(4, -17.834482758620652, -0.8787892116855249)
(5, -18.08985507246351, -1.0508998702933048)
(6, -22.685185185185162, -1.2672427234422234)
(7, -18.095053003533437, -1.4355208262431356)
(8, -25.35481727574753, -1.6747137907381795)
(9, -49.69204892966482, -2.154887142127446)
(10, -18.099999999999802, -2.3143382707061693)
(11, -22.23020134228184, -2.513496901421926)
(12, -20.233333333333128, -2.6906952657410383)
(13, -17.942857142856866, -2.8432168845121963)
(14, -18.04105960264895, -2.995195311693564)
(15, -18.00612244897927, -3.1453045830664212)
(16, -17.91626297577836, -3.2930141669935407)
(17, -19.105882352940956, -3.451142848853015)
(18, -17.999999999999925, -3.596631420364484)
(19, -17.913043478260644, -3.7397955409434456)
(20, -21.671604938271535, -3.919113634916726)
(21, -17.92087912087897, -4.0591312897763485)
(22, -18.038834951456217, -4.198928326393147)
(23, -22.521712538226204, -4.382156168511477)
(24, -17.914285714285413, -4.517477463969216)
(25, -18.03636363636359, -4.65266632569316)
(26, -17.956338028168805, -4.785703042717917)
(27, -17.932258064516, -4.917168592935898)
(28, -28.8615384615386, -5.156612291621925)
(29, -17.964459930313172, -5.284690768008837)
(30, -18.092929292929256, -5.412773153258041)
(31, -17.999999999999897, -5.53864542172546)
(32, -18.056934306569115, -5.663828310573896)
(33, -18.033834586465932, -5.787528373332816)
(34, 9.042016806722746, -5.63923292153226)
(35, -18.081818181818008, -5.763658774135118)
(36, -17.9858156028368, -5.885880342422135)
(37, -26.739726027397154, -6.094418799271885)
(38, -18.05471698113191, -6.214021781090485)
(39, 12.215384615384497, -6.029727717125736)
(40, -18.056934306569122, -6.14999978302017)
(41, -18.059932659932613, -6.269099111789294)
(42, -18.0977099236639, -6.38738521990804)
(43, -18.008185053380508, -6.503593218242765)
(44, -17.986206896551487, -6.618419355025852)
(45, -21.50417827298041, -6.767276944205397)
(46, -17.95157232704391, -6.879119898033783)
(47, -17.937499999999567, -6.9897036990534405)
(48, -18.093233082706533, -7.100738992889972)
(49, -17.857553956834305, -7.208307142529415)
(50, -20.90734824281148, -7.345297553532236)
(51, -17.975675675675575, -7.451601334753669)
(52, -17.850306748466167, -7.555588388890794)
(53, -18.071428571428378, -7.6607467907161695)
(54, -18.08333333333312, -7.764972656142339)
(55, 15.482352941176227, -7.532499400169153)
(56, -17.87588424437292, -7.635933248611191)
(57, -17.97981651376138, -7.739372081262693)
(58, -17.954817275747434, -7.84152653320754)
(59, -17.838951310861297, -7.941500780984078)
(60, -18.034920634920383, -8.04243497952344)
(61, -17.983582089551923, -8.141846450623724)
(62, -17.8475409836065, -8.238903395953551)
(63, -19.734939759036045, -8.353863759584376)
